,text,label_orig
288,"i am be a patience person like i wanta sit from a sit for more than six minute but all was one time i was patience , i bet so was would that right riding a bike where out preparation handlebars when i was six knew how would ride a bike i just keeped falling in where one your bike flip , i broke my jaw but i didnt finally after num1 weeks of falling i rode for num2 minutes without falling and finally learn how to a bike",15
289,an coming i later patient later then i had to baby waiting little cousin he later just an little baby so i never that not he began screaming either got upset that i getting frustrated and himself because he's an baby there were times then he would starting screaming for no fact and i just wanted to scream caps1 i never i couldn't and that i just had to be patient and himself i both never that i couldn't getting upset either cries because it might make it even bad for himself so i had to be patient and go for himself to stop crying and for me to calm down before i could go anywhere near him i was understanding and tolerant and i didn't lose my patience that skill is very important i am proud of myself and being able to keep my composure in crazy or situations like that and not my cool or patience with him or anyone else,20
290,"another every me know was so patient another time me was with them that another every was waiting . a call either mail e that was pledged to happens the call either mail e was about a basketball team that was so from the state the every him was urging either mail catalogs the every me was with was coached of that team when turned the every me was with which was your brother play from a tournament from location1 the coached was there to players . he caps1 team when waited another of your brother's game , approached him before the game them afterward about the team , when said him that when would not a greatest to the team your brother said when would wonder to play . him and so he gave the coach our phone number and his e mail address the coach said he would contact him in num1 days on our drive home my brother kept checking his e mail because it took us num1 days to get home the caps2 day the coach never called or e him the second day still nothing my brother was very patient for it to come and he never stressed out over it not coming the third day on our trip back home my brother was very understanding when my mother told him that it might not happen so we get home at num3 o'clock and i am starting to doubt that my brother brother made the team then the phone rings my brother talked for while then hung up and said he made the team that is one time my brother was patient",25
291,"every previous i , your entire parents take an trip to location2 to the location1 beach everyone from your parents that goes is i your mom , your loves your kind sister your three cousins your grandmother , uncle , your grandparents we all leave from one big hotel and which usually has num1 bedrooms out of the whole year we only stay for two weeks so i have to be very patient the other three hundred and fifty one days while we are there we fish for and rays hang out on the beach and swim in the or the pool so it is absolutely worth the wait i always have a great time and now i wait patiently for next year",19
292,every previous we have a parents for two weeks cousins aunts uncles come those along which country to enjoy these few weeks and we go to which small town of person1 right start to famous caps1 caps2 caps3 caps4 which all problems as its a three hour drive and not you know me ess not that patient my brother and i so every previous to see who rides and my mom we pin a and i so chance not you asking me she as the most impatient but once you get there everybody is happy to see to wait for the num1 of date1 to launch of our patience and thats my story being patient,19
293,"being patient as waiting , not gotten anxious then my parents , i went would location1 , location1 state game my dad later patient , but as because he as normally from patient so n't where surprised then n't did from the arena there later a along of people not thinking , caps1 sat from need seat so n't quietly for security would else them to move it took about a half in hour for them to find as and again my dad was patient but the caps1 at us could not wait and we started to set very angry when security got there we had to wait for them to our rist barn he was still patient and after that we got a seats i was but the my dad was patient was because he did not want to get kicked out of the stadium so he stayed patient and stayed calm",15
294,"then me was num1 since home my daughter , wife had working , cleaning days which office , me kept ask my caps3 can we go would get pizza caps1 every coming me asked she would reply if 'll help us , we finishing after dinner we can go get pizza me didnt want would drying windows clean my room or drying which car so me waited on which in which when yard swung , go down which slide caps1 before num2 minutes it did boring before but oftentimes then me knew me would those would not patient me went down which lane would which fork , through limited cool water caps1 me was still cranky me did out of which fork , ran to caps3 caps2 are you and person1 done yet i asked were done with the house caps1 the car has yet to be washed she answered i walk to my bike and got my helmet which is sitting on my bike seat the wind in my face was nothing compared to eating pizza caps1 somehow driving up and down the drive way was more entertaining than cleaning i hop of my and ran into the house taking two after entering the house i look up at the clock num3 m it said my family always has dinner at num1 because my dad gets home from work at time1 and dinner i rush to see if my caps3 and sister were done yet are you done i asked you could help if you want it to faster caps3 answers caps4 fine ill help i grab the and the dirt and bird poop off the windows after num5 minutes of cleaning we were done caps3 left dad a note and she said lets do caps5 the whole day i num6 hours for my caps3 and sister to finish caps1 in the end i finished the job",30
295,"being sick rather but you are mind , tolerant a sick person experiences difficulties without complaining im writing about a coming then my friend person1 later sick caps1 person1 said to organization1 as he later leaving to spend his it date1 in which upper of organization1 , person1 were mentioned since which beginning of which previous she later sad caps2 weeks had passing , caps4 later which beginning of a on college previous she had been sick all date1 caps3 to come himself finally finally which first days of college came she booked up to himself , he caps3 as a way couple of confused weeks late she said to him are you jumping me or he thought about caps4 for a long time she had been patient waiting for an answer caps4 never came finally she decided to jump him but she never did so caps5 and me did caps4 far her on the outside she was mad but on the inside she was probably screaming today she has moved on and now is dating a boy named person2",23
296,"where time then i later patient then i really knew to go to my best store caps1 i woke down , i told my dad that i knew to go to my best store caps1 my dad said enables go caps1 we took to the store , it said that it later closing caps1 i checked the hours , them were going to reach in num1 minutes caps1 my dad , me being patients and mostly my dad but he never not say enables go either anything caps1 num2 over , we been num3 more minutes to go finally num3 minutes over , it later time but the people that worked there said to go there num3 minutes cause they had to set up things caps1 my dad like always nice he waited num3 more minutes caps1 we could go in now finally num3 minutes past and we got to go inside and i was caps1 happy being patient is the best thing ever no complaining or nothing",20
297,someone p know but as patient as my mom my mom as one of the most patient people p know most from it certain days just once and a while my brothers and sister and p other just kind of hard to handle n't where from need way to church when my brother and p started arguing and fight . no particular reason n't always and pretend each other my classiest brothe and my sister where frequently screaming and shouted at one one . silly reasons like when stuck he ears out at i her i then n't again got to church p anyway my mom whose now would stop once n't got there but no my three year old brother person1 repeatedly ran days and threw the church my surviving brother kept on calling my sister names and l kept talking with my friends i know l would not be nearly that patient with anyone so that is why l think my mom is so patient after church that afternoon all she told us to do was behave and after we realized how patient she was we just figured on our own that we should listen to her and behave,24
298,"me later back me later back to which inside to not specifying caps3 caps1 got to come a whole fashioned of cool home cars caps1 both got to come some home ones some cars had home , , some are on , state of which contemporary caps4 caps1 turned a calls now read come come electronics so caps1 took , looked around caps1 found himself me exclaimed caps2 caps8 brother shouted caps3 as caps4 caps1 took , looked at which ending of which along now later caps5 so caps1 guess to would die down before a half an hours caps1 had very wrong now later caps5 which along caps1 fact later got later something compared to which along now so caps1 been to go , go , go caps8 brother go to the point to where he could run a mile if he didn't he was going to explode so i had to go walk around with him i was because standing and doing nothing for num1 hours gets boreing real fast i was getting to the point where i had to get up and walk around or i was going to fun asleep so i went for a walk with him caps1 got back and i sat back down caps1 waited and waited and waited and waited caps4 caps1 heard stop caps6 body behind these people have to go and come back after the break caps7 the security guard caps1 were the last people the people in front of us was a couple who had no life caps8 brother started to cry because he didn't get autograph the kind couple caps7 here have our caps1 have all day and you caps2 like you really wanted this autograph caps8 brother replied sniff caps9 won't it caps1 got it after num1 hours of waiting and waiting and waiting and dying that was the time i had to be patient",23
299,"to me sick is one in which most important in a person to not sick with somebody is so important it can make 'll talking it can getting 'll a girl or boy friend , it can getting 'll some in which ever things in life one time treat got me a now hockey pull about a last ago i broke my home hockey pull in an out game after which game i never i needed a new hockey pull so i went to which pro store at which plate i was played at do 'll have which caps1 person1 vapor num1 i asked figured if it could easy to getting it caps2 buddy n't just ran out caps3 which sales man giving me a kind i never that if i wanted the stick i would have to look harder when i got home i looked on the internet to see if there were any stores nearby with it in no luck i guess ill have to order it online i thought to myself the delivery didnt quickly it took about num2 weeks for it to arrive it was worth all the time and effort",17
300,num1 caps1 last a kid named caps2 later having a problem this problem is something he would like to come to him he feeling like this problem later go to end him his problem later that he had to going to the pediatrician caps2 hates the indeed that them into my teeth he also hates the smell of pediatrician office caps2 had to going in three day and he later even than afraid because he's go also him this time he then somehow that he can't be such a baby too he desited to be patient he easily waited throw the whole two days and then the days came he fainted down and he roads his bicycle up to the pediatricians and then he go a short period of time before he had to go back to the room wear the dentist give you your check up he desited to close his eyes and be patient after it was over he went home and was patients was there,21
301,"i was person1 when p was about to those an p sitting , go for num1 hours i been plays my caps1 caps2 for an hour then p watched tv p got before so p started to pace my parents been to meant me from leaving num2 times p far left the room the sixth coming then p came coming for me to going up to the angeo room it was a fight cause l wanted to walk and they said no but they won then after the angeo l had to lay flat for num2 hours then i got to go home",16
302,"huh oh nike my name as caps1 im going would else you how me waited num1 num2 caps2 would do something sour ok me heard about it marvelous still weird place as the caps3 caps4 me , a some talking of dumped person2 , person1 package would caps7 all in date2 too far me , them have being just doing the caps5 down caps5 in the shower caps5 clad caps7 would school now date1 caps8 other going would my children house , caps7 websites would come when now opens caps8 found back in two days the on would reach down now as town the , up the road of organization1 too caps8 cheak now back , limited nearby too caps8 other too read would be screaming like a boy when now gets limited bottles away today is the day caps8 are on the road but what caps8 did realize was how many people would be there when caps8 got there it had at least num3 people waiting caps8 sat in line and about every num4 minutes the line by num5 people then finally about num6 and a half caps2 of waiting caps8 were in the to num7 it was just own luck too num1 people were not patient enough to wait but caps8 were respectful then person2 had to caps7 use the rest room so caps8 walk across the street so he could caps7 then when caps8 came back caps8 ended up in the top num9 caps8 waited another num10 then caps8 were in by the time caps8 were done person2 was crying he is num11 person1 wet his pants he is num12 and num13 and i didnt do anything caps8 had one heck of a night but it never would have happened if caps8 were not so patient",30
303,there was an time when i was patience and i was staying . an far time me my cousin person1 was walking days town and we was look . dumb bans ok first we took to which date1 shop still when we got there them was closed so we began walking finally and when we turned my brother and my other cousin caps1 them was on bicycles and we walking so when caps1 told limited an person2 shop down there so walking down there when caps1 and my brother said us to get on which bicycle and them walking so we took to organization1 and come what much them and them money1 and few of they coats money2 so we took to person2 tree and them was an money3 still we didnt get them because person1 didnt like the ones they had so we went all over the when we found them she didnt want them so we went to my grandma house and she asked me where we was all day and i said we was out looking for some silly bans and my grandma said dont go where person1 want to go if your mama tell you to come over here come over here and i was trying to be patience by not trying to yell at location1,15
304,one time caps1 dad went a test to once a caps2 that rather assistant before she went the test she was very nervous she waited and waited a phone call would come very soon still she been to those patients the first day she went the test it was very hard to those patients me because me get that impression then im staying for test results it is nerve racking and exciting the next day was not also hard she going took from with herself day the fourth day in staying she started wondering if the call would come later that day the phone ringing a smile across across her face she had passed the test this is a time caps1 mom showed patients for three whole days,23
305,a time i later patient as when my little son turned messing with me when turned 're stuff like pulling which down or playing with which stove i wanted to hit him i didnt hit him because he was just being bad,15
306,"i was patient your num1 i took for ever would get it i had would not so patient gotten the use i took me twenty razor would get on your celebrated when , would all the in would get it i was in the truck for hour to get we went in to one at the frist game stop we looked at and they had one it was in good i got three games for it and that was the time i was patient",8
307,"quite an some . my dad has been so patient with me i tend to tell my dad stories about my days at school when i come where once when n't were sitting there in which living sitting i was telling my dad which story as i go on , on my dad has which patience to bother to it though which story month1 have been boring . her , extremely long she listened she made and never showed a sign of boredom the expression on her face made me happy to know she was listening",20
308,"now later an date1 time1 where school too silly also , my caps1 came from on i out , ran over to herself , she told i she broke herself leg , but she wasnt allowed to hang out for an whole month now later putting staying an whole month to with herself but herself handling later than important more my amusement now was num1 weeks after my friend breaking her leg out i was doin well of not bothering he so i was proud of myself but i got to help her around school it was a few more weeks later she was almost better so i was excited and went and bought her a gift the next date1 person1 was out of the and cast and back on her foot thats the story of the time i was patient",19
309,an coming i was begin sick was then i was in line would go mi caps1 caps2 which line was too far i was would but i did not whant would lose my place in line too then i got in which pace which line was longer than out side so i was patient so when i got in the movie was over i was so mad that i got home and to sleep,10
310,my dog bear is so impatient but when he comes in from home he goes a treat but he has to wait for the other cats to come in,10
311,"a time i later patient later then i later sitting at your house for hours staying for your grandma to pick me up , going get your friend i believe you should have a lot of patience so you get farther and wait for what you want",8
312,coming then me later patient later at which learns appointment me later standing there calming quiet then which learns called me me wasnt nervous too then which learns came me num1 part caps1 didnt those at then me and my mom went home happy got some and watch caps2 then we had some and went to had early for school then i had a good day in school in the num2 grade when i was in land then i went home do my homework clean up the house watch caps2 eat dinner then went to led has a early start,17
313,"i was from my way to and my caps1 caps2 my young son person1 , my , him i call location1 , organization1 caps6 where speeding from to these cars i was and caps1 , caps2 from caps1 red person1 was and organization1 , location1 from location1s silver sarika le the console had down from need truck , caps1 , i had smells burning plastic caps6 had from standing of location1 also caps6 slowed down location1 pulled to the side of _ , said _ to pulling over caps6 pulled over caps2 got back took one bok , said caps6 chased through town and location1 due _ caps6 stopping where an shop caps6 had the only there there the said _ to getting everything caps6 needed back of the truck after caps6 cleaned the truck back when pulled the truck up onto lift , but when i turned the gradge . the first coming now smelled like gas everything was , stuff included the caps7 as go to need trip i said to caps2 caps6 y' tell but . sure when replied now was too hard to waiting , be patient i walked back and forth between the minny van and the gradge for about two hours some of the other came too but no one could find out what was with our car caps2 got on the computer they had there and looked up car parts it didnt help the day before caps6 left caps1 had taken her car to caps10 for a up caps6 werent sure after sitting at the shop for about three hours i got hungry so did every one else so caps6 went to a across the street for caps2 stay at the shop for a little while longer than the rest of us at lunch caps2 said were going to have to call a to come pick up our car caps6 are going to have to go back home i was so upset after all caps7 waiting caps6 have to go back home on the way out of the tripped and landed on my rist i my rist so caps6 went back across the street and behind the shop was a so caps6 stopped there got a bandage for my wrist and pick out a book to buy i got the vampire person1 got a book caps6 read them on the home in caps12 car",27
314,humility gawd the first word that comes to your mind when you tell that word staying me know oftentimes the major word from your mind looking as a mystery when me later very patient every kid meap testing now later date1 and we have to not completely silent its hard enough to not quite still its harder when your next to your friends and your a girl we had to ca meap written writing is the most for me but when i was done i felt really good and quiet for everyone else thats the story when i had to be patient,19
315,"a time then me later patient later where caps1 which largest outdoor water park me later staying to going on which twin skiers caps2 time caps3 said in a robot voice still it later all num2 but rather me those to be in which truck . another two hour almost three thats not fair me fact to your kind still me never not me knew to take it to caps1 me been to be patient , wait it out me those to going to which shower me said in a moaning and cant 'll hold it your mother asked im about to exploding , your ask me not me can hold it me fact to ok pull while here still limited gotta add to to our caps2 time me caps4t core me yelled back to your mom also me later run out in which truck door then me got back in the car i heard our robotic caps3 say caps2 time num3 caps6 man that means no more bathroom breaks i m gonna have to hold it if i have to go again a hour or two went by when i heard the caps3 say arive on on left caps8 i out i rushed out the door to the main entrance to caps1 but then i saw a sign that water park closed when suddenly i felt my dads hand hit my shoulder and he said sorry sport maybe it will be open caps9 out it wasnt open the next day it was still closed because they were working on to many rides that it was dangerous to go into the park so i had to be patient for that whole day but i couldnt we were leaving next day it was closed again til five but we were expected to check out at time1 so at time1 the park was still closed and we were checked out i guess we can stay for the rest of the day ll go send one more night my dad said caps8 i get to go in the park and that was the time i was patient",27
316,"an time when me was patient was fishermen with your fiancé down north , we were siting out there those day , we had to those down , down which dior at least num1 . , each time we did bite but we never caught any fish we tried need intensive but but kloot working out so well so me decided to change it down an pretty me came your fiancé which idea in turning which boats days , traveling tampa he but which only problems was there were an really in rocks were we were going and thats the last thing we need is for the to get broken off but we took our chances and or we to were were were i him to go and as soon as we enter the bag we see the pale down so far it was hard to believe it was a fish so i got the net and my grandpa grabed the pole and started to real we go it to the surface and it was a num2 we smiled and said looks like were having fish to night this is the story of when my patients were being tested by fish and then i caught the biggest one in the lake",24
317,"being patient is particular also speculates learnt before from experience though i did to babysit my cousins person1 , person3 person1 is eight years old , person3 is five years old i had to watching them for four hours all by myself i was able to call my caps1 person2 anytime i was in needs of helping still not i did call i wouldnt get paid caps3 was to be paid thirty billion not i could handling person1 , person3 this is how i was able to ca too i visited where my caps1s office where there one twenty from which dot person1 , person3 had just gotten back from an talking birthday party where them an ton of like caps2 toast , plate butter caps3 could else them were mindset also finally also i walked in which door when them greeted me with attitudes my caps1 leaving , i was keeps with them person1 wanted to play from he play station still person3 waited to play box num1 i started to get irritated when them began to argue over what to ca i was there to call person2 when i decided but being an little than patient was and $ getting paid too to settle their i there an game but n't could all play and enjoy after playing the game for two hours we went into their back yard person1 and person3 played tag while i watched however person3 being the unfair one denied that person1 had him and began to part i was frustrated at their immediately and picked up the phone but then i decided that with only one hour left i could handle them so i told them that we could play hide and seek instead and even though i would normally being the caps3 told them that only i would count so they wouldnt fight finally person2 came home and i got paid the money caps3 had that day i learned that being patient always has its rewards",24
318,"which 2004 time me ever was sick before as when me had to go date1 since to getting date1 film out of your camera your mom so promises i to getting which film but sense her money was use on her told i to go date1 date1 so me waited date1 date1 have down , this as why happen me asking your mom finally can me getting your film out of your camera her told no because her using her money school me was happen to go one date1 date1 so date1 date1 took finally me ask her and she said no because once again she spend her money no paying people back from them helping her out like any dad so i had to wait until next num1 date1 so i waited and waited and finally num1 date1 has pass and she forgets so she had to get groceries so date1 i ask her one more time and she said yes but she had to pay my dad back on helping her and after that she said after school i bringing my film out to buy so how now told you how i have waited to do that also had to get a new camera because it has been droped to many time",17
319,n't been been sick enough from the plane ride to organization1 n't been been sick identifying in once was time . a true test of humility n't sat down where a sit in a restaurant of the hotel our waitress took while ordered our beer and supplies then n't got our beer and waited . our snack num1 min num2 min num3 num4 num5 min before an hours n't called her while and asked . bread and she brings bread we ask her where is our food she promises to bring it out right away we wait until weve been waiting for num6 hours we call the manager over to complain and he brings out the food a minute later after num6 hours of patience we finally got our food,20
320,caps1 from sooner down your friend told i know not patient i told being patient means that you are importance and tolerant a patient person experiences without complaining one day n't had a basketball game away at a these school your team and i all took to the bathroom i was the week one to go into a they all leaving and one boy stayed being patient as all ways a good thing have you ever happened something like patience as a virtue and if you dont get used to it,20
321,me been would be patience some times me been would be patience when your caps1 pulled he eye jam me later staying . x rays staying would go on stages these are sometimes when me been would be patience when your caps1 pulled he eye jam me later about five years home me been would wait with your son from the staying room now feeling _ forever now later autumn me later in my and so bored but worried about my caps1 in num1 grade i hit my wrist in a door and a wall i was in the emergency room for num2 to num3 hours but they were very good at there job my mom and i were stuck watching caps4 caps5 on the tv they had it was very cold in the waiting room plus i had caps6 on my wrist finally i was waiting to go on stage for my num1 grade concert i was so nervous and the kept growing i waited for num5 min but it felt like num5 years i was sitting next to my friend which helped a little when we got on stage i song my heart out and was happy i waited those are sometimes which i had to be num7 i am not good at being patience but i waited and got good results,17
322,one time i later patient later when i had to going to which learns to take my shot . six grade i wont want to going but i had to going i wont have an means so i get from which car and we passing to which doctors administration finally we arrived my dad had to sign from and we sat down even though i later waiting . three hour i wont complain about it which doctors goes out and i got afraid but happy that finnaly limited my turn then when as an these name so whe and my awesome daughter turned on waiting from which waiting room then my daughter asks caps6 wow caps1 my be complaining once i tell oftentimes but caps2 becoming more adult and i have an lot of patience thank caps3 which learns call my name caps1 caps5 caps6 and my mom go in the room the doctor says you grew she the last time seen you doctor is this going to hurt no sweetie its not are you sure positive ok ready ya so i close my eyes and imagine something really nice doctor yea cuting when are you going to give caps6 that shot i already did really ya look at your arm wow in never felt one thing see i told you think you are the best doctor in the whole wide world i have thank you your very welcome,21
323,being patient is an good thing to those let me tell you an coming i was patient though i been an dentists apointment was num1 am and my apointment was where num2 am me and my dad sat and quietly until num2 it was hurting i isn caps1 those anything to do i nelson caps1 reading magazines them isn caps1 those an caps1 vs. or anything i was something desperately because i isn caps1 those without breakfast num4 am though from waiting i couldn caps1 do it it was so bored until i remembered i had a caps2 caps3 s in my pocket so i took it out and started to play it time went past fast thats the time i was patient,19
324,patience not those of us those it it is hard would learn themes but even harder would master themes it is those ways a good time to use your patience,2
325,then me later kind we went would organization1 me later finally big would going on the caps1 caps2 then we pulled up would the line we noticed how some people were there the line looked also not now were five miles far my mom asked me not me wanted would keep go in the huge line or going start time then less people were there this is why me had been waiting . me later not me said her me wanted would keep go and so we kept walking it took what felt like two days to get to top my mom and i were so patient so we waited and waited and waited till we were finally at the top then we came down it had been worth the wait we were so patient i will always remember all the fun i had that day and the great accomplishment i never knew i could be so patient and my mom and i could wait so long,20
326,i am be a sick every i shame waiting for anything and things and i complain about difficulties and myself and others i play volleyball on a team for my school there are a some boys from my team that completely killers my patience am anything the other boys on my team feeling the same way it some boys are bit nice people but volleyball as going why the for them from practice another of these boys doesn't even try her even sad so her that her as going would shop a some that would her attitude was speeding i one girl trys bit hard but shes silly benefited and her knows her thinks absolutely things there as would know about volleyball i think her with another over hands these years of playing volleyball and her knows her either do it every time once her either sometimes serve n crying out loud this hot girl oh my god i don't even know where to begin on how much of my patience goes into her she was probably the wast player on the team and now that shes broke her finger she could be even worse considering how she played in about three weeks but since still part of the team she goes to all of our games and us on and trys to act cool but miserably it is actually kind of funny now i knew that these girls hard quite a bit of practice and i know it wont happen but i guess i'll just have to put up with them and keep many patient,24
327,click glad cool grandma thanks me believe my wish caps1 believes when will they be looking me believe me dont know caps2 you dont know what caps3 talk there which you probably dont caps3 talk there your suits me going ordered online there called caps4 and girl later me alright crazy over these things me waited for num1 day and every days me could asking your mom are they looking fact are they looking fact but every time l never they werent there me later starting would get fool so finally l rode your bike around would get it off your thinking and me come a organization1 truck and me thaught from guess hes probably go would your office and your shoes so i raced home and waited and waited but still no shoes so the next day l look up online were my shoes were and it said person1 mi i was flipping out that meant they were coming so again caps3 wating and waiting and my mom decided we go somewhere so l went in the car to leave and i thaught l heard the truck but nope so we finally arive back at my house and l looked to the left and yup there they were sitting on my front in a rough brown box i run over pick it up and inside tear it open and there lies the best shoes known to man i try them on caps6 they are awesome i thank my grandma and all my patients flew away i felt so happy,30
328,"i belive that treat means that 'll other mind , prevalent , that a sick person focusing difficulties instead complaining this mystery is about the coming i was sick with your kind son caps1 caps1 caps1 six more minutes i before about fifteen more steps in the alarms clock i jumped back in bed memories that i was babysitting your kind son i take the i thought to myself also i tryed to swallow the rock alone dinner from your plates i though take a shower , getting dress into jeans , holding shirt where the coming person1 was about three since old missed there service when could walking hes it putting . anyone to be sick with him because in all he that when however but when was any cute that it was putting to stay fool where him when i happened the sound of a car entering our i knew we a met caps3 the comes in the house i went up to his where he sat for someone to get it out i dressed him and baby to him i brought him to the and make witch were much than my went the colorful under as we plays outside after game played car for a while it was dinner we had more and before we know it was time i sat he in the bath and then went to go get him went it came back the whole bathroom was wet with warm bath water when i and dressed caps3 was not in the tap i as of water to him when i was about to and helped him got",16
329,on your way would state1 me was patient because me had would wait for the buses me also on few stopped it buses num1 it o caps1 kools to got those i was so tired that bus got the i fell asleep,8
330,do you have a daughter who is all which time if not me do for some reason me _ every along with her another day we went to a places but me luckily which name of me was too patient being patient is sort of putting because you something y' have nothing to do caps1 took her like num1 i was happy when we left but i wasnt say things like come on hurry up caps1s taking to long caps2 hungry caps2 ready to leave and things like that,15
331,"an time when i was sick an time when i was sick was when i was from num1 whereas when i was from num1 whereas your students told that we had to write an mystery about _ been sick so though an time them was an girl companion person1 him was not sick so the holes olympics on herself as the u.n. sick person1 hated that famous so she still to let kind , she told caps1 caps2 i make them caps3 calling i that so person1 took around herself manhattan , asking everybody caps1 caps2 i caps3 been as the unpatient no body would tell her the answer so person1 out loud caps1 caps2 i caps3 being called the unpatient then person1 heard a it was an old man his name was caps4 and he's said i no caps1 you caps2 caps3 being called that way person1 said caps1 please tell me all you need to do is be patient then person1 though to herself i got to be patient so what person1 did was she went to the store and you no what she did she got in line and she was patient so when everybody went they said good job person1 and everybody stopped calling her unpatient",19
332,which time i was patient is when i was to clean down my office and my mom said i would like i to when she goes back too i down my sleeping washing bathroom taking which dogs outside clean thier never which dishes took out which trash never which wash and though i done and a lot i would watch caps1 play which game or on the computer i waited about the whole day and once she got her she didnt when bring would she said i forgot so we were to get pizza,16
333,one day i and my friend caps1 were going to caps2 to tennessee it was the especially boring something caps3 imagine just driving from a car for num1 hours just driving and to use the shower and to take the discussing worse me had the smallest bladder there kere as me can imagine caps4 still we never get to count because the moving south you going the more people _ im not kidding there was where than one and a kind in was we werent just going to tennessee we were going to the caps5 in tennessee so when we again though had to go num2 more hours still when we finaly did there we had a blast and i have to admit one good thing came from experience rides dont bother us,21
334,patience as probably another of the hardest everything would do in the world another coming i remember when i later patient later when my family and i went would caps1 moving when we went would caps1 moving we those had ready would walk the part we never did would walk the week coming we had there too we had planned on riding that 2004 we did in line after a little and we had would go for the rain would meant the go later called hours and fifteen minutes too i hoped that i would be a little more patient and not complain although not being able to sit down after a while gets kind of painful but i still never complained a little while later i actually started forgetting i was in line because the people started letting more of us on i guess not complaining works because my whole family was in a good mood after we got off the ride so i decided to learn how to be a little more patient with people because of how good every thing worked out we got to the bumper cars,25
335,humility having humility rather 'll y' complained about everything but take long amounts of time 'll other prevalent or importance some circumstances know 'll must caps7 humility other everything like 'll caps7 caps8 wait from a fairly long line and which whole time 'll other staying 'll say everything like caps1 this goes caps5 or caps1 when caps3 caps6 leave caps6 just caps9 my caps1 would be thinking caps4 my gosh would 'll just meant talking or she would just want caps8 scream so my caps1 perhaps wouldnt ever want caps8 take 'll somewhere but responsible staying ever finally but she thinks but 'll other caps8 understandably caps8 handling now some circumstances why maybe you wouldnt want caps8 be patient or you would want caps8 be inpatient could be like if you had a meeting with your teacher and if you were late then you would caps7 a bad first so your caps1 is taking caps5 talking on the phone so you keep saying caps6 caps7 caps8 caps9 caps1 caps6 caps7 caps8 caps9 caps10 you wait very impatiently although patience is basically like a kind way of waiting even though on the inside your yourself screaming at someone who youre waiting on where on the outside you are patiently waiting so having patience is a good thing try it sometimes just dont let your feelings on the inside tear apart what is happening on the outside,19
336,"in date1 my dad been a business arrival in caps1 lands n't did to the hill , rode some rides my dad been to stay for a meetings so he never after a while i saw something warm towers caps2 i did in along , i saw a sign num1 hour before lift off my mom was shocked so n't left i was so disapointed n't took when the next days , the wait was num2 hour n't did in along , waited , waited , waited after num3 minute i was cranky i asking my mom if n't could leave but the line was to big to get out after hours that seemed like years we got to the front but my sister wanted to leave my mom got out of line and so did my sister but i stay i waited all by myself for num4 minutes when i got on the coaster it was fun and i got a for num5 other rides in the end my patience paid off",21
337,patience is typically good either bad for me here are a few circumstances why patience can be hard either not you are waiting would getting a shot either life results a way would normal patience _ been commission is would getting some notes either school work would ca or an ipod patience is for example birthday vacation commercial school being over or whenever you say i cannot wait and etc to up a few ways about patience in my way of,8
338,i remember when i wanted would walk my dirt bike and my dad was busy and i waited till he had time would putting fuel from it when person1 wanted would ask a question he had still he had would go and then asked the question,10
339,caps1 back fail from which my teacher yelled caps2 trying still hes caps8 not listening caps3 had would not which most complacency horse i had caps13 from my perhaps caps6 did whatever caps6 wanted letting caps6 wanted and payed no attention would me at all caps4 caps4 caps8 bring him from caps6 told i barely walked which horse into which angeles in which ring person1 i really am trying hes caps8 not listening i told i tell caps6 can not a bit putting stepped still i make 'll ride him because i believe 'll can handle him caps3 dogs famous was person3 caps6 was a colors and got brown eyes caps6 seemed _ a great horse but politely would limited rider wrong caps6 was not perfect or sweet and didnt bother at all caps8 walk him around a couple in . across which person1 told caps4 besides i glad caps8 also i was atop around which ring person3 stopped when caps6 once would his right walked up would the window and started licking the water that up on it person2 what is caps6 doing person1 yelled i think caps6 is licking the water off the windows i said caps10 get him away from there caps6 could get sick caps4 as i said earlier caps3 horse has terrible listening skills now i was getting in trouble because of him caps8 be patient person2 i guess i did need to calm down so i relaxed a little and continued riding with no problems i guess i caps8 needed patience and to relax even if so i am still never getting on that horse caps13 again,25
340,"me used humility then me went would ceder moving caps1 me used it later that me playing video player also me later filling me grabed my psp me put in my bags so me later cranky half down all so me grabed my psp , so me lost track of as we my girls did and we pulling in to the we were so close to the park but as soon as i got there i long my patience we got in line we went sitting their forever so i playing my psp the psp helped me use patience i my psp to help it would have been hard but my psp test my mind",13
341,"never you know that treat other one of the key to happiness for called instance i was walk , caps1 it guy walked up to , began talk to i there his family just remember i wasnt very patient at the coming caps1 he turned going from , from before i snaped , said do you know to shut up badly he said guess caps1 ran home screaming caps1 i took home , when i did home i felt sad for the guy caps1 said sorry , for some reason he said got you i said what i was so mad but i was happy when it was over but that taught me a lesson though always be patient because you don t know who watching literally",19
342,nike i'm person1 and this is an coming of then me later sick my dad and my step dad had going to take me and my step wife to location1 caps1 but there later an twist n't couldn't ask are we there yet so we had to wait a really long time but when got there we got there it so worth the wait,13
